Year,Status,Role,Department,Director,Manager,Supervisor,Lead,Staff,Question,Answer_Numeric,Answer_Text
2019 May,Complete,Staff,Facilities Management,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Staff,Facilities Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Facilities Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Facilities Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Facilities Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Facilities Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Facilities Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Facilities Management,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Staff,Facilities Management,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Supervisor,Facilities Management,False,False,True,False,False,01. I know what is expected of me at work.,1,Strongly Disagree
2019 May,Complete,Supervisor,Facilities Management,False,False,True,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Supervisor,Facilities Management,False,False,True,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Supervisor,Facilities Management,False,False,True,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Supervisor,Facilities Management,False,False,True,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Supervisor,Facilities Management,False,False,True,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Planning and Public Works,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Manager,Family Justice Center,False,True,False,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Family Justice Center,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Family Justice Center,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Family Justice Center,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Director,Exec Office & Directors,True,False,False,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Director,Exec Office & Directors,True,False,False,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,2,Disagree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,2,Disagree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Manager,Finance and Performance Management,False,True,False,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Manager,Finance and Performance Management,False,True,False,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Manager,Finance and Performance Management,False,True,False,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Manager,Finance and Performance Management,False,True,False,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Manager,Finance and Performance Management,False,True,False,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Manager,Finance and Performance Management,False,True,False,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Manager,Finance and Performance Management,False,True,False,False,False,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Manager,Finance and Performance Management,False,True,False,False,False,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Manager,Finance and Performance Management,False,True,False,False,False,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
2019 May,Complete,Staff,Finance and Performance Management,False,False,False,False,True,01. I know what is expected of me at work.,4,Strongly Agree
